LEFT;0.0;0.0;0.7517401392111369;1.0;1.2168410805548795E-4;2.5E-4;0.0015;0.9954545454545455;1.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;RIGHT;RIGHT;RIGHT;RIGHT;0.9992266047950503;0.9992266047950503;0.9992266047950503;0.9992266047950503;0.4444444444444444;0.7857142857142857;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.0030935808197989174;0.04640371229698376;0.4074074074074074;0.7857142857142857;0.037037037037037035;0.9285714285714286;0.0;1.0;1.0;1.0;
LEFT;0.0;0.0;0.7424593967517401;1.0;4.867364322219518E-4;7.5E-4;0.0045;0.9818181818181818;1.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;UP;UP;UP;UP;0.9992266047950503;0.9992266047950503;0.9992266047950503;0.9992266047950503;0.3333333333333333;0.7857142857142857;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.0030935808197989174;0.037122969837587005;0.3333333333333333;0.75;0.037037037037037035;0.9285714285714286;1.0;0.0;1.0;1.0;
LEFT;0.0;0.0;0.7331786542923434;1.0;8.517887563884157E-4;0.00125;0.0075;0.9681818181818181;1.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;RIGHT;RIGHT;RIGHT;RIGHT;0.9992266047950503;0.9992266047950503;0.9992266047950503;0.9992266047950503;0.2222222222222222;0.7857142857142857;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.0030935808197989174;0.027842227378190254;0.18518518518518517;0.7857142857142857;0.037037037037037035;0.9285714285714286;0.0;1.0;1.0;1.0;
LEFT;0.0;0.0;0.7238979118329466;1.0;0.0012168410805548796;0.00175;0.0105;0.9545454545454546;1.0;0.0;0.0;0.0;0.0;0.06805877803557618;-1.0;-1.0;-1.0;UP;UP;UP;UP;0.38360402165506574;0.9992266047950503;0.9992266047950503;0.9992266047950503;0.1111111111111111;0.7857142857142857;0.48148148148148145;0.35714285714285715;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.0030935808197989174;0.018561484918793503;0.1111111111111111;0.75;0.037037037037037035;0.9285714285714286;1.0;0.0;1.0;1.0;
RIGHT;0.0;0.0;0.7238979118329466;1.0;0.0015818934047213435;0.0030416666666666665;0.01825;0.9409090909090909;1.0;0.0;0.0;0.0;0.0;0.06728538283062645;-1.0;0.07888631090487239;-1.0;UP;UP;UP;UP;0.2815158546017015;0.9992266047950503;0.3952049497293117;0.9992266047950503;0.1111111111111111;0.7857142857142857;0.3611111111111111;0.25;0.46296296296296297;0.4642857142857143;0.6203703703703703;0.35714285714285715;0.46296296296296297;0.4642857142857143;0.0030935808197989174;0.018561484918793503;0.1111111111111111;0.75;0.037037037037037035;0.9285714285714286;1.0;0.0;1.0;1.0;
UP;0.0;0.0;0.7238979118329466;1.0;0.0015818934047213435;0.0037083333333333334;0.02225;0.9409090909090909;1.0;0.0;0.0;0.0;0.0;0.07965970610982212;0.06264501160092807;0.06651198762567673;-1.0;UP;UP;UP;UP;0.22892498066511988;0.37819025522041766;0.4075792730085073;0.9992266047950503;0.1111111111111111;0.7857142857142857;0.4444444444444444;0.1875;0.4166666666666667;0.35714285714285715;0.7685185185185185;0.35714285714285715;0.46296296296296297;0.4642857142857143;0.0030935808197989174;0.018561484918793503;0.1111111111111111;0.75;0.037037037037037035;0.9285714285714286;1.0;0.0;1.0;1.0;
UP;0.0;0.0;0.6264501160092807;1.0;0.0019469457288878072;0.004208333333333333;0.02525;0.9272727272727272;1.0;0.0;0.0;0.0;0.0;0.07501933488012374;0.04408352668213457;0.04795050270688322;0.05955143078112916;UP;UP;UP;UP;0.14385150812064965;0.4253673627223511;0.4168600154679041;0.3843774168600155;0.1111111111111111;0.6785714285714286;0.4166666666666667;0.10714285714285714;0.3333333333333333;0.38392857142857145;0.8796296296296297;0.35714285714285715;0.49074074074074076;0.35714285714285715;0.0030935808197989174;0.027842227378190254;0.1111111111111111;0.6428571428571429;0.037037037037037035;0.9285714285714286;1.0;1.0;0.0;1.0;
UP;0.0;0.0;0.534416086620263;1.0;0.002311998053054271;0.0047083333333333335;0.02825;0.9136363636363637;1.0;0.0;0.0;0.0;0.0;0.05645784996133024;0.025522041763341066;0.029389017788089715;0.040989945862335654;UP;RIGHT;LEFT;UP;0.1345707656612529;0.46017014694508895;0.45166279969064194;0.3750966744006187;0.1111111111111111;0.5714285714285714;0.3055555555555556;0.10714285714285714;0.3055555555555556;0.4642857142857143;0.8888888888888888;0.45535714285714285;0.37962962962962965;0.35714285714285715;0.0030935808197989174;0.037122969837587005;0.1111111111111111;0.5357142857142857;0.037037037037037035;0.9285714285714286;1.0;1.0;1.0;1.0;
UP;0.0;0.0;0.35266821345707655;1.0;0.003042102701387199;0.0057083333333333335;0.03425;0.8863636363636364;1.0;0.0;0.0;0.0;0.0;0.019334880123743233;0.025522041763341066;0.029389017788089715;0.0038669760247486465;UP;DOWN;DOWN;RIGHT;0.19953596287703015;0.5413766434648105;0.5908739365815932;0.3565351894818252;0.1111111111111111;0.35714285714285715;0.1111111111111111;0.13392857142857142;0.19444444444444445;0.5714285714285714;0.9907407407407407;0.5714285714285714;0.1574074074074074;0.35714285714285715;0.0030935808197989174;0.03402938901778809;0.1111111111111111;0.32142857142857145;0.037037037037037035;0.03571428571428571;1.0;1.0;0.0;1.0;
LEFT;0.0;0.0;0.7517401392111369;0.6666666666666666;0.0034071550255536627;0.006458333333333333;0.03875;0.8727272727272727;1.0;0.0;0.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;RIGHT;RIGHT;RIGHT;RIGHT;0.9992266047950503;0.9992266047950503;0.9992266047950503;0.9992266047950503;0.4444444444444444;0.7857142857142857;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.46296296296296297;0.4642857142857143;0.0030935808197989174;0.04640371229698376;0.4444444444444444;0.8214285714285714;0.037037037037037035;0.9285714285714286;0.0;1.0;1.0;1.0;
